=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.02.06 11:10:32 =~=~=~=~=~=~=~=~=~=~=~=
-31.210, -2.200,  1.610, -0.310, -0.310,  9.780 
-31.200, -2.220,  1.600, -0.280, -0.310,  9.810 
-31.180, -2.230,  1.590, -0.280, -0.350,  9.850 
-31.170, -2.220,  1.570, -0.430, -0.430,  9.780 
-31.170, -2.200,  1.550, -0.510, -0.310,  9.810 
-31.170, -2.170,  1.510, -0.470, -0.160,  9.930 
-31.180, -2.170,  1.460, -0.590, -0.160,  9.810 
-31.210, -2.190,  1.390, -0.630, -0.160, 10.050 
-31.220, -2.230,  1.300, -0.390, -0.200, 10.130 
-31.230, -2.280,  1.210,  0.000, -0.390, 10.090 
-31.230, -2.310,  1.130, -0.040, -0.390, 10.050 
-31.210, -2.310,  1.080, -0.120, -0.430, 10.160 
-31.190, -2.310,  1.030, -0.120, -0.390, 10.170 
-31.170, -2.300,  0.970, -0.040, -0.470, 10.050 
-31.140, -2.290,  0.900, -0.080, -0.470, 10.050 
-31.110, -2.270,  0.830, -0.120, -0.390, 10.050 
-31.080, -2.230,  0.770,  0.120, -0.430,  9.810 
-31.050, -2.170,  0.740,  0.200, -0.350,  9.690 
-31.020, -2.100,  0.750,  0.080, -0.390,  9.580 
-30.980, -2.030,  0.780, -0.040, -0.310,  9.500 
-30.940, -1.970,  0.820, -0.280, -0.280,  9.540 
-30.900, -1.930,  0.830, -0.240, -0.240,  9.610 
-30.860, -1.920,  0.820, -0.160, -0.280,  9.660 
-30.810, -1.920,  0.780, -0.080, -0.350,  9.580 
-30.750, -1.920,  0.740, -0.120, -0.350,  9.660 
-30.690, -1.920,  0.700, -0.120, -0.390,  9.660 
-30.610, -1.920,  0.650, -0.240, -0.470,  9.770 
-30.540, -1.920,  0.600, -0.430, -0.200,  9.810 
-30.480, -1.940,  0.560, -0.470, -0.200,  9.690 
-30.440, -1.960,  0.540, -0.510, -0.080,  9.780 
-30.430, -1.960,  0.510, -0.390, -0.120,  9.890 
-30.420, -1.970,  0.490,  0.240, -0.310, 10.050 
-30.410, -1.970,  0.470,  0.200, -0.430,  9.930 
-30.380, -1.960,  0.470, -0.040, -0.470,  9.780 
-30.350, -1.910,  0.480, -0.200, -0.390,  9.850 
-30.320, -1.870,  0.510, -0.080, -0.350,  9.850 
-30.280, -1.830,  0.520, -0.040, -0.350,  9.780 
-30.240, -1.790,  0.530, -0.040, -0.350,  9.780 
-30.200, -1.770,  0.500, -0.120, -0.350,  9.810 
-30.160, -1.760,  0.470, -0.120, -0.430,  9.770 
-30.120, -1.740,  0.430, -0.120, -0.350,  9.890 
-30.090, -1.730,  0.390,  0.000, -0.310,  9.770 
-30.060, -1.700,  0.360, -0.040, -0.310,  9.730 
-30.020, -1.660,  0.340,  0.000, -0.310,  9.690 
-29.990, -1.620,  0.340,  0.000, -0.310,  9.690 
-29.950, -1.590,  0.330,  0.080, -0.310,  9.650 
-29.910, -1.550,  0.330,  0.040, -0.280,  9.660 
-29.880, -1.530,  0.340,  0.040, -0.240,  9.690 
-29.850, -1.510,  0.340, -0.040, -0.280,  9.740 
-29.830, -1.510,  0.340, -0.040, -0.280,  9.780 
-29.810, -1.510,  0.350, -0.040, -0.240,  9.810 
-29.790, -1.510,  0.350, -0.040, -0.240,  9.850 
-29.780, -1.510,  0.370, -0.080, -0.280,  9.850 
-29.770, -1.520,  0.390, -0.080, -0.240,  9.890 
-29.750, -1.520,  0.420, -0.040, -0.280,  9.850 
-29.730, -1.510,  0.450, -0.040, -0.280,  9.850 
-29.710, -1.500,  0.490, -0.080, -0.310,  9.770 
-29.690, -1.480,  0.530, -0.040, -0.280,  9.780 
-29.670, -1.460,  0.550, -0.040, -0.280,  9.780 
-29.640, -1.450,  0.560,  0.000, -0.280,  9.740 
-29.620, -1.440,  0.560,  0.000, -0.280,  9.810 
-29.590, -1.450,  0.540, -0.040, -0.240,  9.850 
-29.570, -1.460,  0.520, -0.120, -0.280,  9.850 
-29.550, -1.490,  0.490, -0.120, -0.280,  9.930 
-29.530, -1.520,  0.460, -0.120, -0.280, 10.050 
-29.520, -1.540,  0.430, -0.040, -0.280, 10.120 
-29.510, -1.550,  0.420,  0.040, -0.310, 10.130 
-29.500, -1.540,  0.410,  0.040, -0.280, 10.050 
-29.480, -1.510,  0.410,  0.080, -0.200, 10.010 
-29.450, -1.470,  0.420,  0.000, -0.200,  9.930 
-29.420, -1.420,  0.430,  0.000, -0.160,  9.810 
-29.380, -1.380,  0.440, -0.040, -0.120,  9.780 
-29.340, -1.350,  0.450,  0.000, -0.080,  9.740 
-29.290, -1.340,  0.450, -0.040, -0.120,  9.740 
-29.240, -1.330,  0.460, -0.200, -0.240,  9.780 
-29.190, -1.320,  0.460, -0.200, -0.280,  9.810 
-29.140, -1.310,  0.470, -0.120, -0.280,  9.850 
-29.100, -1.300,  0.480, -0.040, -0.310,  9.730 
-29.060, -1.280,  0.500, -0.120, -0.280,  9.740 
-29.030, -1.260,  0.510, -0.080, -0.240,  9.650 
-29.000, -1.240,  0.520, -0.120, -0.200,  9.570 
-28.970, -1.220,  0.520, -0.160, -0.120,  9.660 
-28.940, -1.220,  0.520, -0.160, -0.160,  9.610 
-28.910, -1.230,  0.500, -0.120, -0.160,  9.610 
-28.880, -1.240,  0.480, -0.080, -0.200,  9.730 
-28.850, -1.260,  0.450, -0.040, -0.200,  9.770 
-28.830, -1.280,  0.420,  0.000, -0.200,  9.850 
-28.800, -1.290,  0.390, -0.080, -0.200,  9.890 
-28.770, -1.300,  0.370, -0.120, -0.160,  9.780 
-28.720, -1.300,  0.330, -0.120, -0.160,  9.780 
-28.670, -1.310,  0.310, -0.080, -0.120,  9.700 
-28.600, -1.320,  0.280, -0.040, -0.160,  9.740 
-28.530, -1.340,  0.260, -0.160, -0.280,  9.740 
-28.470, -1.360,  0.240, -0.120, -0.310,  9.810 
-28.420, -1.370,  0.210, -0.120, -0.350,  9.850 
-28.370, -1.390,  0.190,  0.120, -0.280,  9.930 
-28.340, -1.420,  0.150,  0.080, -0.280,  9.810 
-28.310, -1.440,  0.120,  0.160, -0.200,  9.770 
-28.280, -1.460,  0.080,  0.240, -0.160,  9.930 
-28.250, -1.480,  0.050,  0.120, -0.120,  9.850 
-28.210, -1.490,  0.020,  0.040, -0.080,  9.850 
-28.170, -1.500,  0.000,  0.120, -0.120,  9.890 
-28.120, -1.510, -0.020,  0.080, -0.200,  9.850 
-28.060, -1.520, -0.030,  0.080, -0.310,  9.810 
-28.010, -1.520, -0.030,  0.040, -0.310,  9.850 
-27.970, -1.530, -0.010,  0.000, -0.430,  9.890 
-27.940, -1.530,  0.010,  0.000, -0.470,  9.810 
-27.920, -1.530,  0.030, -0.040, -0.430,  9.810 
-27.910, -1.520,  0.060, -0.080, -0.430,  9.810 
-27.910, -1.510,  0.090, -0.120, -0.350,  9.780 
-27.910, -1.500,  0.110, -0.240, -0.240,  9.700 
-27.910, -1.480,  0.130, -0.280, -0.200,  9.730 
-27.910, -1.480,  0.130, -0.280, -0.240,  9.690 
-27.900, -1.480,  0.130, -0.200, -0.200,  9.740 
-27.900, -1.500,  0.110, -0.200, -0.240,  9.780 
-27.890, -1.540,  0.100, -0.160, -0.310,  9.890 
-27.890, -1.580,  0.090, -0.160, -0.350,  9.930 
-27.880, -1.620,  0.090, -0.040, -0.390, 10.000 
-27.880, -1.640,  0.100,  0.000, -0.390, 10.000 
-27.880, -1.630,  0.120,  0.040, -0.430,  9.970 
-27.880, -1.610,  0.140,  0.000, -0.350,  9.850 
-27.890, -1.580,  0.170, -0.040, -0.280,  9.850 
-27.890, -1.560,  0.190, -0.080, -0.240,  9.810 
-27.900, -1.550,  0.210, -0.080, -0.200,  9.810 
-27.900, -1.560,  0.220, -0.040, -0.160,  9.810 
-27.910, -1.570,  0.210,  0.000, -0.160,  9.810 
-27.910, -1.580,  0.210,  0.040, -0.200,  9.810 
-27.910, -1.590,  0.210,  0.080, -0.240,  9.850 
-27.910, -1.600,  0.220,  0.080, -0.310,  9.970 
-27.910, -1.590,  0.230,  0.120, -0.350,  9.960 
-27.910, -1.580,  0.260,  0.160, -0.350,  9.960 
-27.920, -1.560,  0.300,  0.120, -0.310,  9.930 
-27.920, -1.540,  0.340,  0.080, -0.310,  9.810 
-27.930, -1.510,  0.380,  0.000, -0.310,  9.850 
-27.930, -1.500,  0.430,  0.000, -0.280,  9.810 
-27.940, -1.490,  0.460,  0.040, -0.310,  9.890 
-27.950, -1.490,  0.500,  0.080, -0.310,  9.850 
-27.960, -1.490,  0.530,  0.200, -0.280,  9.810 
-27.960, -1.480,  0.560,  0.630, -0.160,  9.580 
-27.970, -1.470,  0.590,  0.940,  0.000,  9.490 
-27.960, -1.460,  0.590,  1.330,  0.080,  9.410 
-27.930, -1.470,  0.570,  1.840,  0.120,  9.340 
-27.860, -1.510,  0.500,  2.700,  0.120,  9.260 
-27.750, -1.590,  0.380,  3.280,  0.040,  9.410 
-27.590, -1.700,  0.220,  3.910,  0.240,  9.450 
-27.380, -1.830,  0.000,  5.430,  0.160, 10.040 
-27.110, -1.960, -0.230,  6.210,  0.080, 10.320 
-26.820, -2.080, -0.450,  7.040, -0.080, 10.630 
-26.500, -2.160, -0.630,  7.580, -0.240, 10.830 
-26.180, -2.220, -0.740,  8.050, -0.740, 11.060 
-25.870, -2.240, -0.760,  8.170, -1.100, 10.910 
-25.570, -2.210, -0.680,  7.900, -1.060, 11.060 
-25.260, -2.140, -0.510,  7.390, -1.060, 11.260 
-24.940, -2.050, -0.280,  6.100, -0.780, 11.020 
-24.600, -1.900, -0.020,  5.320, -0.670, 10.750 
-24.210, -1.690,  0.240,  4.420, -0.240, 10.550 
-23.760, -1.390,  0.470,  1.920, -0.040,  9.660 
-23.270, -1.040,  0.620,  0.430,  0.040,  9.020 
-22.730, -0.680,  0.680, -0.710,  0.080,  8.530 
-22.160, -0.370,  0.590, -1.450,  0.040,  8.140 
-21.570, -0.180,  0.370, -2.070, -0.200,  7.740 
-20.980, -0.150, -0.020, -2.070, -0.780,  7.470 
-20.410, -0.300, -0.550, -1.880, -1.100,  7.500 
-19.880, -0.640, -1.210, -1.600, -1.170,  8.320 
-19.380, -1.180, -1.950, -1.520, -1.130,  9.380 
-18.940, -1.870, -2.700, -1.370, -1.520, 10.320 
-18.550, -2.580, -3.390, -1.720, -2.070, 10.790 
-18.200, -3.170, -3.990, -2.930, -2.500, 11.880 
-17.900, -3.550, -4.460, -3.320, -2.660, 12.080 
-17.640, -3.710, -4.810, -3.640, -2.420, 12.040 
-17.410, -3.660, -5.070, -4.070, -1.800, 11.880 
-17.220, -3.480, -5.240, -4.070, -1.640, 11.730 
-17.060, -3.220, -5.360, -3.950, -1.370, 11.420 
-16.940, -2.910, -5.430, -3.790, -1.130, 11.220 
-16.850, -2.590, -5.470, -3.440, -0.740, 10.630 
-16.800, -2.260, -5.480, -3.320, -0.670, 10.200 
-16.780, -1.930, -5.470, -3.160, -0.590,  9.780 
-16.790, -1.610, -5.440, -2.970, -0.350,  9.460 
-16.820, -1.350, -5.390, -2.700, -0.200,  9.150 
-16.870, -1.160, -5.320, -2.660, -0.160,  9.100 
-16.940, -1.020, -5.250, -2.700, -0.080,  9.020 
-17.020, -0.920, -5.190, -2.810,  0.040,  9.060 
-17.120, -0.830, -5.130, -2.970,  0.000,  9.060 
-17.230, -0.750, -5.080, -3.010,  0.000,  9.150 
-17.340, -0.680, -5.030, -3.010,  0.040,  9.190 
-17.460, -0.640, -4.980, -2.850,  0.120,  9.030 
-17.590, -0.610, -4.950, -2.660,  0.240,  9.020 
-17.740, -0.600, -4.930, -2.580,  0.280,  9.060 
-17.890, -0.620, -4.920, -2.540,  0.350,  9.260 
-18.050, -0.670, -4.890, -2.620,  0.160,  9.540 
-18.230, -0.750, -4.850, -2.580,  0.040,  9.690 
-18.410, -0.830, -4.780, -2.620, -0.080,  9.930 
-18.630, -0.920, -4.690, -2.810, -0.310, 10.170 
-18.860, -1.000, -4.580, -2.890, -0.350, 10.240 
-19.120, -1.080, -4.460, -2.850, -0.390, 10.320 
-19.400, -1.180, -4.340, -2.970, -0.470, 10.440 
-19.690, -1.290, -4.200, -3.200, -0.470, 10.480 
-19.990, -1.410, -4.060, -3.360, -0.310, 10.560 
-20.280, -1.500, -3.900, -3.360, -0.160, 10.630 
-20.560, -1.530, -3.710, -3.010, -0.160, 10.600 
-20.820, -1.490, -3.490, -2.930, -0.160, 10.320 
-21.070, -1.340, -3.230, -2.770, -0.240, 10.090 
-21.300, -1.120, -2.940, -2.500, -0.310,  9.850 
-21.520, -0.900, -2.660, -2.030, -0.350,  9.410 
-21.720, -0.740, -2.370, -1.760, -0.430,  9.300 
-21.910, -0.670, -2.100, -1.560, -0.430,  9.190 
-22.110, -0.640, -1.840, -0.940, -0.310,  9.260 
-22.290, -0.650, -1.610, -0.390, -0.240,  9.410 
-22.480, -0.690, -1.380,  0.240, -0.200,  9.700 
-22.660, -0.760, -1.170,  0.780, -0.160,  9.730 
-22.830, -0.830, -0.970,  2.110, -0.310, 10.010 
-23.000, -0.920, -0.770,  2.500, -0.310, 10.120 
-23.160, -1.030, -0.580,  3.010, -0.390, 10.240 
-23.300, -1.170, -0.370,  3.320, -0.350, 10.400 
-23.420, -1.280, -0.150,  3.680, -0.550, 10.400 
-23.490, -1.340,  0.090,  3.790, -0.590, 10.280 
-23.530, -1.320,  0.330,  3.910, -0.510, 10.320 
-23.540, -1.260,  0.570,  4.030, -0.470, 10.280 
-23.550, -1.170,  0.790,  4.110, -0.590, 10.360 
-23.570, -1.090,  0.980,  4.070, -0.630, 10.360 
-23.630, -1.020,  1.150,  4.030, -0.670, 10.320 
-23.700, -0.960,  1.290,  3.600, -0.590, 10.080 
-23.810, -0.910,  1.400,  3.400, -0.510,  9.970 
-23.930, -0.870,  1.480,  3.090, -0.240,  9.810 
-24.050, -0.840,  1.530,  2.460,  0.000,  9.410 
-24.150, -0.810,  1.550,  2.270,  0.120,  9.350 
-24.260, -0.770,  1.520,  2.070,  0.200,  9.270 
-24.350, -0.740,  1.460,  1.800,  0.120,  9.230 
-24.430, -0.720,  1.350,  1.170, -0.040,  9.180 
-24.520, -0.710,  1.210,  1.100, -0.080,  9.260 
-24.610, -0.710,  1.030,  1.020, -0.080,  9.270 
-24.720, -0.700,  0.840,  0.860, -0.080,  9.420 
-24.840, -0.720,  0.630,  0.590, -0.080,  9.620 
-24.980, -0.760,  0.420,  0.510, -0.120,  9.660 
-25.120, -0.810,  0.200,  0.510, -0.080,  9.700 
-25.260, -0.870,  0.000,  0.470,  0.040,  9.850 
-25.390, -0.920, -0.190,  0.470,  0.080,  9.850 
-25.510, -0.970, -0.350,  0.350,  0.080,  9.890 
-25.630, -1.020, -0.500,  0.240,  0.040,  9.970 
-25.730, -1.080, -0.630,  0.120, -0.040, 10.000 
-25.820, -1.160, -0.760,  0.120, -0.080, 10.090 
-25.900, -1.250, -0.860,  0.120, -0.080, 10.120 
-25.960, -1.330, -0.960,  0.040, -0.160, 10.240 
-26.010, -1.410, -1.040, -0.040, -0.200, 10.320 
-26.040, -1.450, -1.110, -0.080, -0.200, 10.320 
-26.060, -1.460, -1.170, -0.160, -0.240, 10.400 
-26.070, -1.450, -1.230, -0.160, -0.280, 10.210 
-26.080, -1.420, -1.290, -0.080, -0.280, 10.090 
-26.080, -1.370, -1.340, -0.080, -0.280, 10.000 
-26.070, -1.320, -1.400,  0.040, -0.240,  9.970 
-26.050, -1.270, -1.450,  0.160, -0.160,  9.850 
-26.020, -1.240, -1.500,  0.240, -0.160,  9.730 
-25.980, -1.220, -1.550,  0.310, -0.240,  9.780 
-25.940, -1.210, -1.600,  0.280, -0.200,  9.770 
-25.890, -1.210, -1.650,  0.280, -0.240,  9.810 
-25.840, -1.220, -1.700,  0.240, -0.350,  9.770 
-25.790, -1.220, -1.730,  0.200, -0.390,  9.770 
-25.730, -1.220, -1.750,  0.240, -0.390,  9.730 
-25.680, -1.200, -1.760,  0.310, -0.350,  9.690 
-25.630, -1.180, -1.750,  0.310, -0.390,  9.620 
-25.580, -1.150, -1.720,  0.350, -0.310,  9.530 
-25.540, -1.120, -1.680,  0.390, -0.310,  9.460 
-25.490, -1.090, -1.630,  0.350, -0.280,  9.450 
-25.440, -1.070, -1.580,  0.310, -0.240,  9.380 
-25.390, -1.060, -1.530,  0.200, -0.240,  9.420 
-25.330, -1.070, -1.500,  0.080, -0.240,  9.410 
-25.270, -1.100, -1.470,  0.000, -0.310,  9.530 
-25.220, -1.150, -1.470,  0.200, -0.390,  9.810 
-25.170, -1.200, -1.460,  0.430, -0.430,  9.890 
-25.130, -1.230, -1.460,  0.510, -0.470,  9.890 
-25.090, -1.240, -1.450,  0.510, -0.470,  9.960 
-25.060, -1.230, -1.440,  0.430, -0.430,  9.850 
-25.030, -1.210, -1.430,  0.430, -0.390,  9.770 
-25.000, -1.180, -1.420,  0.390, -0.350,  9.780 
-24.960, -1.170, -1.420,  0.310, -0.310,  9.740 
-24.930, -1.160, -1.430,  0.310, -0.240,  9.740 
-24.890, -1.170, -1.450,  0.350, -0.200,  9.770 
-24.860, -1.190, -1.480,  0.310, -0.200,  9.780 
-24.830, -1.210, -1.500,  0.240, -0.200,  9.810 
-24.800, -1.240, -1.530,  0.240, -0.200,  9.850 
-24.760, -1.270, -1.550,  0.200, -0.240,  9.890 
-24.730, -1.310, -1.570,  0.200, -0.240,  9.930 
-24.690, -1.330, -1.590,  0.200, -0.240,  9.930 
-24.650, -1.350, -1.600,  0.240, -0.240, 10.000 
-24.610, -1.350, -1.600,  0.160, -0.280,  9.930 
-24.570, -1.340, -1.590,  0.040, -0.280,  9.960 
-24.530, -1.320, -1.570, -0.240, -0.200,  9.930 
-24.490, -1.290, -1.540, -0.510, -0.200, 10.130 
-24.460, -1.280, -1.490, -0.900, -0.240, 10.130 
-24.430, -1.270, -1.440, -1.680, -0.280, 10.240 
-24.400, -1.260, -1.390, -2.070, -0.120, 10.400 
-24.380, -1.240, -1.340, -2.500, -0.040, 10.480 
-24.360, -1.220, -1.290, -3.280,  0.430, 10.670 
-24.320, -1.170, -1.230, -3.750,  0.470, 10.710 
-24.260, -1.090, -1.160, -4.420,  0.510, 10.510 
-24.170, -0.980, -1.070, -4.850,  0.390, 10.480 
-24.070, -0.830, -0.970, -5.550,  0.040, 10.400 
